ID,Rep,Name,Value,Promoter,Context,Gene.type.integer,Promoter.integer
509,,Hsp83.LP10,,Hsp83,Lep_P10,2,5
510,,Hsp83.LP10,,Hsp83,Lep_P10,2,5
511,,Hsp83.LP10,,Hsp83,Lep_P10,2,5
512,,Hsp83.LP10,,Hsp83,Lep_P10,2,5
513,MA30,Hsp83.BLK10,0.4125,Hsp83,Bom_K10,3,5
514,MA30,Hsp83.BLK10,0.256616,Hsp83,Bom_K10,3,5
515,MA30,Hsp83.BLK10,0.373231,Hsp83,Bom_K10,3,5
516,MA30,Hsp83.BLK10,0.28112,Hsp83,Bom_K10,3,5
517,MA30,Hsp83.BLK10,0.283916,Hsp83,Bom_K10,3,5
518,MA30,Hsp83.BLK10,0.305906,Hsp83,Bom_K10,3,5
519,MA30,Hsp83.BLK10,0.209627,Hsp83,Bom_K10,3,5
520,MA30,Hsp83.BLK10,0.241313,Hsp83,Bom_K10,3,5
521,MA34,Hsp83.BLK10,0.185401,Hsp83,Bom_K10,3,5
522,MA34,Hsp83.BLK10,0.168223,Hsp83,Bom_K10,3,5
523,MA34,Hsp83.BLK10,0.28589,Hsp83,Bom_K10,3,5
524,MA34,Hsp83.BLK10,0.232557,Hsp83,Bom_K10,3,5
525,MA34,Hsp83.BLK10,0.25304,Hsp83,Bom_K10,3,5
526,MA34,Hsp83.BLK10,0.185391,Hsp83,Bom_K10,3,5
527,MA34,Hsp83.BLK10,0.227795,Hsp83,Bom_K10,3,5
528,MA34,Hsp83.BLK10,0.165177,Hsp83,Bom_K10,3,5
529,MA37,Hsp83.BLK10,0.452799,Hsp83,Bom_K10,3,5
530,MA37,Hsp83.BLK10,0.435647,Hsp83,Bom_K10,3,5
531,MA37,Hsp83.BLK10,0.475614,Hsp83,Bom_K10,3,5
532,MA37,Hsp83.BLK10,0.42718,Hsp83,Bom_K10,3,5
533,MA37,Hsp83.BLK10,0.379912,Hsp83,Bom_K10,3,5
534,MA37,Hsp83.BLK10,0.274614,Hsp83,Bom_K10,3,5
535,MA37,Hsp83.BLK10,0.295985,Hsp83,Bom_K10,3,5
536,MA37,Hsp83.BLK10,0.361243,Hsp83,Bom_K10,3,5
537,,Hsp83.BLK10,,Hsp83,Bom_K10,3,5
538,,Hsp83.BLK10,,Hsp83,Bom_K10,3,5
539,,Hsp83.BLK10,,Hsp83,Bom_K10,3,5
540,,Hsp83.BLK10,,Hsp83,Bom_K10,3,5
541,,Hsp83.BLK10,,Hsp83,Bom_K10,3,5
542,,Hsp83.BLK10,,Hsp83,Bom_K10,3,5
543,,Hsp83.BLK10,,Hsp83,Bom_K10,3,5
544,,Hsp83.BLK10,,Hsp83,Bom_K10,3,5
545,MA30,Hsp83..short..KSV40,2.871519,shortHsp83,Kozak_SV40,1,6
546,MA30,Hsp83..short..KSV40,1.598487,shortHsp83,Kozak_SV40,1,6
547,MA30,Hsp83..short..KSV40,1.565076,shortHsp83,Kozak_SV40,1,6
548,MA30,Hsp83..short..KSV40,1.641874,shortHsp83,Kozak_SV40,1,6
549,MA30,Hsp83..short..KSV40,1.700284,shortHsp83,Kozak_SV40,1,6
550,MA30,Hsp83..short..KSV40,1.459884,shortHsp83,Kozak_SV40,1,6
551,MA30,Hsp83..short..KSV40,1.350324,shortHsp83,Kozak_SV40,1,6
552,MA30,Hsp83..short..KSV40,1.888302,shortHsp83,Kozak_SV40,1,6
553,MA34,Hsp83..short..KSV40,1.325164,shortHsp83,Kozak_SV40,1,6
554,MA34,Hsp83..short..KSV40,1.300102,shortHsp83,Kozak_SV40,1,6
555,MA34,Hsp83..short..KSV40,1.08761,shortHsp83,Kozak_SV40,1,6
556,MA34,Hsp83..short..KSV40,1.180714,shortHsp83,Kozak_SV40,1,6
557,MA34,Hsp83..short..KSV40,1.285083,shortHsp83,Kozak_SV40,1,6
558,MA34,Hsp83..short..KSV40,1.043293,shortHsp83,Kozak_SV40,1,6
559,MA34,Hsp83..short..KSV40,0.864513,shortHsp83,Kozak_SV40,1,6
560,MA34,Hsp83..short..KSV40,1.370897,shortHsp83,Kozak_SV40,1,6
561,MA37,Hsp83..short..KSV40,4.217123,shortHsp83,Kozak_SV40,1,6
562,MA37,Hsp83..short..KSV40,2.916901,shortHsp83,Kozak_SV40,1,6
563,MA37,Hsp83..short..KSV40,3.093939,shortHsp83,Kozak_SV40,1,6
564,MA37,Hsp83..short..KSV40,2.712332,shortHsp83,Kozak_SV40,1,6
565,MA37,Hsp83..short..KSV40,2.599037,shortHsp83,Kozak_SV40,1,6
566,MA37,Hsp83..short..KSV40,2.230092,shortHsp83,Kozak_SV40,1,6
567,MA37,Hsp83..short..KSV40,2.253641,shortHsp83,Kozak_SV40,1,6
568,MA37,Hsp83..short..KSV40,3.814077,shortHsp83,Kozak_SV40,1,6
569,,Hsp83..short..KSV40,,shortHsp83,Kozak_SV40,1,6
570,,Hsp83..short..KSV40,,shortHsp83,Kozak_SV40,1,6
571,,Hsp83..short..KSV40,,shortHsp83,Kozak_SV40,1,6
572,,Hsp83..short..KSV40,,shortHsp83,Kozak_SV40,1,6
573,,Hsp83..short..KSV40,,shortHsp83,Kozak_SV40,1,6
574,,Hsp83..short..KSV40,,shortHsp83,Kozak_SV40,1,6
575,,Hsp83..short..KSV40,,shortHsp83,Kozak_SV40,1,6
576,,Hsp83..short..KSV40,,shortHsp83,Kozak_SV40,1,6
577,MA30,Hsp83..short..LP10,8.644896,shortHsp83,Lep_P10,2,6
578,MA30,Hsp83..short..LP10,4.811958,shortHsp83,Lep_P10,2,6
579,MA30,Hsp83..short..LP10,7.911729,shortHsp83,Lep_P10,2,6
580,MA30,Hsp83..short..LP10,5.429257,shortHsp83,Lep_P10,2,6
581,MA30,Hsp83..short..LP10,5.224443,shortHsp83,Lep_P10,2,6
582,MA30,Hsp83..short..LP10,4.31564,shortHsp83,Lep_P10,2,6
583,MA30,Hsp83..short..LP10,4.701013,shortHsp83,Lep_P10,2,6
584,MA30,Hsp83..short..LP10,5.506075,shortHsp83,Lep_P10,2,6
585,MA34,Hsp83..short..LP10,4.254536,shortHsp83,Lep_P10,2,6
586,MA34,Hsp83..short..LP10,3.162548,shortHsp83,Lep_P10,2,6
587,MA34,Hsp83..short..LP10,4.049707,shortHsp83,Lep_P10,2,6
588,MA34,Hsp83..short..LP10,3.779809,shortHsp83,Lep_P10,2,6
589,MA34,Hsp83..short..LP10,3.111463,shortHsp83,Lep_P10,2,6
590,MA34,Hsp83..short..LP10,3.537787,shortHsp83,Lep_P10,2,6
591,MA34,Hsp83..short..LP10,3.56882,shortHsp83,Lep_P10,2,6
592,MA34,Hsp83..short..LP10,4.391527,shortHsp83,Lep_P10,2,6
593,MA37,Hsp83..short..LP10,9.346907,shortHsp83,Lep_P10,2,6
594,MA37,Hsp83..short..LP10,8.894821,shortHsp83,Lep_P10,2,6
595,MA37,Hsp83..short..LP10,7.543755,shortHsp83,Lep_P10,2,6
596,MA37,Hsp83..short..LP10,5.149567,shortHsp83,Lep_P10,2,6
597,MA37,Hsp83..short..LP10,5.800345,shortHsp83,Lep_P10,2,6
598,MA37,Hsp83..short..LP10,5.512877,shortHsp83,Lep_P10,2,6
599,MA37,Hsp83..short..LP10,6.245705,shortHsp83,Lep_P10,2,6
600,MA37,Hsp83..short..LP10,11.44021,shortHsp83,Lep_P10,2,6
601,,Hsp83..short..LP10,,shortHsp83,Lep_P10,2,6
602,,Hsp83..short..LP10,,shortHsp83,Lep_P10,2,6
603,,Hsp83..short..LP10,,shortHsp83,Lep_P10,2,6
604,,Hsp83..short..LP10,,shortHsp83,Lep_P10,2,6
605,,Hsp83..short..LP10,,shortHsp83,Lep_P10,2,6
606,,Hsp83..short..LP10,,shortHsp83,Lep_P10,2,6
607,,Hsp83..short..LP10,,shortHsp83,Lep_P10,2,6
608,,Hsp83..short..LP10,,shortHsp83,Lep_P10,2,6
609,MA30,Hsp83..short..BLK10,0.538011,shortHsp83,Bom_K10,2,6
610,MA30,Hsp83..short..BLK10,0.328506,shortHsp83,Bom_K10,3,6
611,MA30,Hsp83..short..BLK10,0.51684,shortHsp83,Bom_K10,3,6
612,MA30,Hsp83..short..BLK10,0.443465,shortHsp83,Bom_K10,3,6
613,MA30,Hsp83..short..BLK10,0.428636,shortHsp83,Bom_K10,3,6
614,MA30,Hsp83..short..BLK10,0.339753,shortHsp83,Bom_K10,3,6
615,MA30,Hsp83..short..BLK10,0.280264,shortHsp83,Bom_K10,3,6
616,MA30,Hsp83..short..BLK10,0.317463,shortHsp83,Bom_K10,3,6
617,MA34,Hsp83..short..BLK10,0.279688,shortHsp83,Bom_K10,3,6
618,MA34,Hsp83..short..BLK10,0.319425,shortHsp83,Bom_K10,3,6
619,MA34,Hsp83..short..BLK10,0.275505,shortHsp83,Bom_K10,3,6
620,MA34,Hsp83..short..BLK10,0.340789,shortHsp83,Bom_K10,3,6
621,MA34,Hsp83..short..BLK10,0.349983,shortHsp83,Bom_K10,3,6
622,MA34,Hsp83..short..BLK10,0.286287,shortHsp83,Bom_K10,3,6
623,MA34,Hsp83..short..BLK10,0.249637,shortHsp83,Bom_K10,3,6
624,MA34,Hsp83..short..BLK10,0.288216,shortHsp83,Bom_K10,3,6
625,MA37,Hsp83..short..BLK10,0.5788,shortHsp83,Bom_K10,3,6
626,MA37,Hsp83..short..BLK10,0.537936,shortHsp83,Bom_K10,3,6
627,MA37,Hsp83..short..BLK10,0.620948,shortHsp83,Bom_K10,3,6
628,MA37,Hsp83..short..BLK10,0.549981,shortHsp83,Bom_K10,3,6
629,MA37,Hsp83..short..BLK10,0.464526,shortHsp83,Bom_K10,3,6
630,MA37,Hsp83..short..BLK10,0.552498,shortHsp83,Bom_K10,3,6
631,MA37,Hsp83..short..BLK10,0.415341,shortHsp83,Bom_K10,3,6
632,MA37,Hsp83..short..BLK10,0.555366,shortHsp83,Bom_K10,3,6
633,,Hsp83..short..BLK10,,shortHsp83,Bom_K10,3,6
634,,Hsp83..short..BLK10,,shortHsp83,Bom_K10,3,6
635,,Hsp83..short..BLK10,,shortHsp83,Bom_K10,3,6
636,,Hsp83..short..BLK10,,shortHsp83,Bom_K10,3,6
637,,Hsp83..short..BLK10,,shortHsp83,Bom_K10,3,6
638,,Hsp83..short..BLK10,,shortHsp83,Bom_K10,3,6
639,,Hsp83..short..BLK10,,shortHsp83,Bom_K10,3,6
640,,Hsp83..short..BLK10,,shortHsp83,Bom_K10,3,6
641,MA30,OpIE2.KSV40,0.962331,OpIE2,Kozak_SV40,1,7
642,MA30,OpIE2.KSV40,0.937528,OpIE2,Kozak_SV40,1,7
643,MA30,OpIE2.KSV40,0.948217,OpIE2,Kozak_SV40,1,7
644,MA30,OpIE2.KSV40,0.894517,OpIE2,Kozak_SV40,1,7
645,MA30,OpIE2.KSV40,0.903987,OpIE2,Kozak_SV40,1,7
646,MA30,OpIE2.KSV40,0.7401,OpIE2,Kozak_SV40,1,7
647,MA30,OpIE2.KSV40,0.735145,OpIE2,Kozak_SV40,1,7
648,MA30,OpIE2.KSV40,0.823159,OpIE2,Kozak_SV40,1,7
649,MA34,OpIE2.KSV40,0.641935,OpIE2,Kozak_SV40,1,7
650,MA34,OpIE2.KSV40,0.654687,OpIE2,Kozak_SV40,1,7
651,MA34,OpIE2.KSV40,0.86788,OpIE2,Kozak_SV40,1,7
652,MA34,OpIE2.KSV40,0.72577,OpIE2,Kozak_SV40,1,7
653,MA34,OpIE2.KSV40,0.701022,OpIE2,Kozak_SV40,1,7
654,MA34,OpIE2.KSV40,0.694591,OpIE2,Kozak_SV40,1,7
655,MA34,OpIE2.KSV40,0.76547,OpIE2,Kozak_SV40,1,7
656,MA34,OpIE2.KSV40,0.776807,OpIE2,Kozak_SV40,1,7
657,MA37,OpIE2.KSV40,1.04508,OpIE2,Kozak_SV40,1,7
658,MA37,OpIE2.KSV40,1.027183,OpIE2,Kozak_SV40,1,7
659,MA37,OpIE2.KSV40,0.90099,OpIE2,Kozak_SV40,1,7
660,MA37,OpIE2.KSV40,0.842854,OpIE2,Kozak_SV40,1,7
661,MA37,OpIE2.KSV40,0.832529,OpIE2,Kozak_SV40,1,7
662,MA37,OpIE2.KSV40,0.705117,OpIE2,Kozak_SV40,1,7
663,MA37,OpIE2.KSV40,0.703196,OpIE2,Kozak_SV40,1,7
664,MA37,OpIE2.KSV40,0.641259,OpIE2,Kozak_SV40,1,7
665,,OpIE2.KSV40,,OpIE2,Kozak_SV40,1,7
666,,OpIE2.KSV40,,OpIE2,Kozak_SV40,1,7
667,,OpIE2.KSV40,,OpIE2,Kozak_SV40,1,7
668,,OpIE2.KSV40,,OpIE2,Kozak_SV40,1,7
669,,OpIE2.KSV40,,OpIE2,Kozak_SV40,1,7
670,,OpIE2.KSV40,,OpIE2,Kozak_SV40,1,7
671,,OpIE2.KSV40,,OpIE2,Kozak_SV40,1,7
672,,OpIE2.KSV40,,OpIE2,Kozak_SV40,1,7
673,MA30,OpIE2.LP10,14.05254,OpIE2,Lep_P10,2,7
674,MA30,OpIE2.LP10,9.813874,OpIE2,Lep_P10,2,7
675,MA30,OpIE2.LP10,8.460994,OpIE2,Lep_P10,2,7
676,MA30,OpIE2.LP10,12.01979,OpIE2,Lep_P10,2,7
677,MA30,OpIE2.LP10,9.280001,OpIE2,Lep_P10,2,7
678,MA30,OpIE2.LP10,9.217619,OpIE2,Lep_P10,2,7
679,MA30,OpIE2.LP10,8.703508,OpIE2,Lep_P10,2,7
680,MA30,OpIE2.LP10,7.067839,OpIE2,Lep_P10,2,7
681,MA34,OpIE2.LP10,6.695914,OpIE2,Lep_P10,2,7
682,MA34,OpIE2.LP10,7.192615,OpIE2,Lep_P10,2,7
683,MA34,OpIE2.LP10,11.95766,OpIE2,Lep_P10,2,7
684,MA34,OpIE2.LP10,8.133566,OpIE2,Lep_P10,2,7
685,MA34,OpIE2.LP10,8.485242,OpIE2,Lep_P10,2,7
686,MA34,OpIE2.LP10,10.63294,OpIE2,Lep_P10,2,7
687,MA34,OpIE2.LP10,7.530953,OpIE2,Lep_P10,2,7
688,MA34,OpIE2.LP10,5.958105,OpIE2,Lep_P10,2,7
689,MA37,OpIE2.LP10,11.02802,OpIE2,Lep_P10,2,7
690,MA37,OpIE2.LP10,11.19113,OpIE2,Lep_P10,2,7
691,MA37,OpIE2.LP10,8.476171,OpIE2,Lep_P10,2,7
692,MA37,OpIE2.LP10,7.739945,OpIE2,Lep_P10,2,7
693,MA37,OpIE2.LP10,8.400249,OpIE2,Lep_P10,2,7
694,MA37,OpIE2.LP10,8.91154,OpIE2,Lep_P10,2,7
695,MA37,OpIE2.LP10,5.664284,OpIE2,Lep_P10,2,7
696,MA37,OpIE2.LP10,7.304249,OpIE2,Lep_P10,2,7
697,,OpIE2.LP10,,OpIE2,Lep_P10,2,7
698,,OpIE2.LP10,,OpIE2,Lep_P10,2,7
699,,OpIE2.LP10,,OpIE2,Lep_P10,2,7
700,,OpIE2.LP10,,OpIE2,Lep_P10,2,7
701,,OpIE2.LP10,,OpIE2,Lep_P10,2,7
702,,OpIE2.LP10,,OpIE2,Lep_P10,2,7
703,,OpIE2.LP10,,OpIE2,Lep_P10,2,7
704,,OpIE2.LP10,,OpIE2,Lep_P10,2,7
705,MA30,OpIE2.BLK10,0.328855,OpIE2,Bom_K10,3,7
706,MA30,OpIE2.BLK10,0.483978,OpIE2,Bom_K10,3,7
707,MA30,OpIE2.BLK10,0.638605,OpIE2,Bom_K10,3,7
708,MA30,OpIE2.BLK10,0.706263,OpIE2,Bom_K10,3,7
709,MA30,OpIE2.BLK10,0.660266,OpIE2,Bom_K10,3,7
710,MA30,OpIE2.BLK10,0.450259,OpIE2,Bom_K10,3,7
711,MA30,OpIE2.BLK10,0.401915,OpIE2,Bom_K10,3,7
712,MA30,OpIE2.BLK10,0.233715,OpIE2,Bom_K10,3,7
713,MA34,OpIE2.BLK10,0.382702,OpIE2,Bom_K10,3,7
714,MA34,OpIE2.BLK10,0.542661,OpIE2,Bom_K10,3,7
715,MA34,OpIE2.BLK10,1.026108,OpIE2,Bom_K10,3,7
716,MA34,OpIE2.BLK10,0.706448,OpIE2,Bom_K10,3,7
717,MA34,OpIE2.BLK10,0.816859,OpIE2,Bom_K10,3,7
718,MA34,OpIE2.BLK10,1.298478,OpIE2,Bom_K10,3,7
719,MA34,OpIE2.BLK10,0.370764,OpIE2,Bom_K10,3,7
720,MA34,OpIE2.BLK10,0.259438,OpIE2,Bom_K10,3,7
721,MA37,OpIE2.BLK10,0.252559,OpIE2,Bom_K10,3,7
722,MA37,OpIE2.BLK10,0.328423,OpIE2,Bom_K10,3,7
723,MA37,OpIE2.BLK10,0.259144,OpIE2,Bom_K10,3,7
724,MA37,OpIE2.BLK10,0.256625,OpIE2,Bom_K10,3,7
725,MA37,OpIE2.BLK10,0.358036,OpIE2,Bom_K10,3,7
726,MA37,OpIE2.BLK10,0.250339,OpIE2,Bom_K10,3,7
727,MA37,OpIE2.BLK10,0.221778,OpIE2,Bom_K10,3,7
728,MA37,OpIE2.BLK10,0.143735,OpIE2,Bom_K10,3,7
729,,OpIE2.BLK10,,OpIE2,Bom_K10,3,7
730,,OpIE2.BLK10,,OpIE2,Bom_K10,3,7
731,,OpIE2.BLK10,,OpIE2,Bom_K10,3,7
732,,OpIE2.BLK10,,OpIE2,Bom_K10,3,7
733,,OpIE2.BLK10,,OpIE2,Bom_K10,3,7
734,,OpIE2.BLK10,,OpIE2,Bom_K10,3,7
735,,OpIE2.BLK10,,OpIE2,Bom_K10,3,7
736,,OpIE2.BLK10,,OpIE2,Bom_K10,3,7
737,MA30,CqPUb.KSV40,0.16014,CqPUb,Kozak_SV40,1,8
738,MA30,CqPUb.KSV40,0.20133,CqPUb,Kozak_SV40,1,8
739,MA30,CqPUb.KSV40,0.120294,CqPUb,Kozak_SV40,1,8
740,MA30,CqPUb.KSV40,0.084786,CqPUb,Kozak_SV40,1,8
741,MA30,CqPUb.KSV40,0.110812,CqPUb,Kozak_SV40,1,8
742,MA30,CqPUb.KSV40,0.116945,CqPUb,Kozak_SV40,1,8
743,MA30,CqPUb.KSV40,0.138775,CqPUb,Kozak_SV40,1,8
744,MA30,CqPUb.KSV40,0.118434,CqPUb,Kozak_SV40,1,8
745,MA34,CqPUb.KSV40,0.074518,CqPUb,Kozak_SV40,1,8
746,MA34,CqPUb.KSV40,0.104137,CqPUb,Kozak_SV40,1,8
747,MA34,CqPUb.KSV40,0.037418,CqPUb,Kozak_SV40,1,8
748,MA34,CqPUb.KSV40,0.060489,CqPUb,Kozak_SV40,1,8
749,MA34,CqPUb.KSV40,0.054407,CqPUb,Kozak_SV40,1,8
750,MA34,CqPUb.KSV40,0.051927,CqPUb,Kozak_SV40,1,8
751,MA34,CqPUb.KSV40,0.066592,CqPUb,Kozak_SV40,1,8
752,MA34,CqPUb.KSV40,0.065723,CqPUb,Kozak_SV40,1,8
753,MA37,CqPUb.KSV40,0.155977,CqPUb,Kozak_SV40,1,8
754,MA37,CqPUb.KSV40,0.093463,CqPUb,Kozak_SV40,1,8
755,MA37,CqPUb.KSV40,0.155525,CqPUb,Kozak_SV40,1,8
756,MA37,CqPUb.KSV40,0.141185,CqPUb,Kozak_SV40,1,8
757,MA37,CqPUb.KSV40,0.116554,CqPUb,Kozak_SV40,1,8
758,MA37,CqPUb.KSV40,0.143438,CqPUb,Kozak_SV40,1,8
759,MA37,CqPUb.KSV40,0.135995,CqPUb,Kozak_SV40,1,8
760,MA37,CqPUb.KSV40,0.102347,CqPUb,Kozak_SV40,1,8
761,,CqPUb.KSV40,,CqPUb,Kozak_SV40,1,8
762,,CqPUb.KSV40,,CqPUb,Kozak_SV40,1,8
763,,CqPUb.KSV40,,CqPUb,Kozak_SV40,1,8
764,,CqPUb.KSV40,,CqPUb,Kozak_SV40,1,8
765,,CqPUb.KSV40,,CqPUb,Kozak_SV40,1,8
766,,CqPUb.KSV40,,CqPUb,Kozak_SV40,1,8
767,,CqPUb.KSV40,,CqPUb,Kozak_SV40,1,8
768,,CqPUb.KSV40,,CqPUb,Kozak_SV40,1,8
769,MA30,CqPUb.LP10,1.194604,CqPUb,Lep_P10,2,8
770,MA30,CqPUb.LP10,0.79617,CqPUb,Lep_P10,2,8
771,MA30,CqPUb.LP10,0.849806,CqPUb,Lep_P10,2,8
772,MA30,CqPUb.LP10,0.684711,CqPUb,Lep_P10,2,8
773,MA30,CqPUb.LP10,0.610032,CqPUb,Lep_P10,2,8
774,MA30,CqPUb.LP10,0.704489,CqPUb,Lep_P10,2,8
775,MA30,CqPUb.LP10,0.512131,CqPUb,Lep_P10,2,8
776,MA30,CqPUb.LP10,0.588948,CqPUb,Lep_P10,2,8
777,MA34,CqPUb.LP10,0.458636,CqPUb,Lep_P10,2,8
778,MA34,CqPUb.LP10,0.399751,CqPUb,Lep_P10,2,8
779,MA34,CqPUb.LP10,0.447986,CqPUb,Lep_P10,2,8
780,MA34,CqPUb.LP10,0.378585,CqPUb,Lep_P10,2,8
781,MA34,CqPUb.LP10,0.339955,CqPUb,Lep_P10,2,8
782,MA34,CqPUb.LP10,0.291806,CqPUb,Lep_P10,2,8
783,MA34,CqPUb.LP10,0.329799,CqPUb,Lep_P10,2,8
784,MA34,CqPUb.LP10,0.469,CqPUb,Lep_P10,2,8
785,MA37,CqPUb.LP10,1.34664,CqPUb,Lep_P10,2,8
786,MA37,CqPUb.LP10,0.926546,CqPUb,Lep_P10,2,8
787,MA37,CqPUb.LP10,0.821434,CqPUb,Lep_P10,2,8
788,MA37,CqPUb.LP10,0.767735,CqPUb,Lep_P10,2,8
789,MA37,CqPUb.LP10,0.769504,CqPUb,Lep_P10,2,8
790,MA37,CqPUb.LP10,0.6481,CqPUb,Lep_P10,2,8
791,MA37,CqPUb.LP10,0.600665,CqPUb,Lep_P10,2,8
792,MA37,CqPUb.LP10,0.849208,CqPUb,Lep_P10,2,8
793,,CqPUb.LP10,,CqPUb,Lep_P10,2,8
794,,CqPUb.LP10,,CqPUb,Lep_P10,2,8
795,,CqPUb.LP10,,CqPUb,Lep_P10,2,8
796,,CqPUb.LP10,,CqPUb,Lep_P10,2,8
797,,CqPUb.LP10,,CqPUb,Lep_P10,2,8
798,,CqPUb.LP10,,CqPUb,Lep_P10,2,8
799,,CqPUb.LP10,,CqPUb,Lep_P10,2,8
800,,CqPUb.LP10,,CqPUb,Lep_P10,2,8
801,MA30,CqPUbBLK10,0.015399,CqPUb,Bom_K10,3,8
802,MA30,CqPUbBLK10,0.193414,CqPUb,Bom_K10,3,8
803,MA30,CqPUbBLK10,0.006609,CqPUb,Bom_K10,3,8
804,MA30,CqPUbBLK10,0.005779,CqPUb,Bom_K10,3,8
805,MA30,CqPUbBLK10,0.022284,CqPUb,Bom_K10,3,8
806,MA30,CqPUbBLK10,0.052242,CqPUb,Bom_K10,3,8
807,MA30,CqPUbBLK10,0.004971,CqPUb,Bom_K10,3,8
808,MA30,CqPUbBLK10,0.016096,CqPUb,Bom_K10,3,8
809,MA34,CqPUbBLK10,0.006568,CqPUb,Bom_K10,3,8
810,MA34,CqPUbBLK10,0.007147,CqPUb,Bom_K10,3,8
811,MA34,CqPUbBLK10,0.005292,CqPUb,Bom_K10,3,8
812,MA34,CqPUbBLK10,0.006428,CqPUb,Bom_K10,3,8
813,MA34,CqPUbBLK10,0.005423,CqPUb,Bom_K10,3,8
814,MA34,CqPUbBLK10,0.004329,CqPUb,Bom_K10,3,8
815,MA34,CqPUbBLK10,0.003518,CqPUb,Bom_K10,3,8
816,MA34,CqPUbBLK10,0.004261,CqPUb,Bom_K10,3,8
817,MA37,CqPUbBLK10,0.019685,CqPUb,Bom_K10,3,8
818,MA37,CqPUbBLK10,0.010183,CqPUb,Bom_K10,3,8
819,MA37,CqPUbBLK10,0.01437,CqPUb,Bom_K10,3,8
820,MA37,CqPUbBLK10,0.012013,CqPUb,Bom_K10,3,8
821,MA37,CqPUbBLK10,0.012508,CqPUb,Bom_K10,3,8
822,MA37,CqPUbBLK10,0.010955,CqPUb,Bom_K10,3,8
823,MA37,CqPUbBLK10,0.008044,CqPUb,Bom_K10,3,8
824,MA37,CqPUbBLK10,0.023195,CqPUb,Bom_K10,3,8
825,,CqPUbBLK10,,CqPUb,Bom_K10,3,8
826,,CqPUbBLK10,,CqPUb,Bom_K10,3,8
827,,CqPUbBLK10,,CqPUb,Bom_K10,3,8
828,,CqPUbBLK10,,CqPUb,Bom_K10,3,8
829,,CqPUbBLK10,,CqPUb,Bom_K10,3,8
830,,CqPUbBLK10,,CqPUb,Bom_K10,3,8
831,,CqPUbBLK10,,CqPUb,Bom_K10,3,8
832,,CqPUbBLK10,,CqPUb,Bom_K10,3,8
833,MA30,HR5.IE1.KSV40,27.12345,Hr5,Kozak_SV40,1,9
834,MA30,HR5.IE1.KSV40,19.18257,Hr5,Kozak_SV40,1,9
835,MA30,HR5.IE1.KSV40,18.44366,Hr5,Kozak_SV40,1,9
836,MA30,HR5.IE1.KSV40,21.04822,Hr5,Kozak_SV40,1,9
837,MA30,HR5.IE1.KSV40,19.60574,Hr5,Kozak_SV40,1,9
838,MA30,HR5.IE1.KSV40,15.94738,Hr5,Kozak_SV40,1,9
839,MA30,HR5.IE1.KSV40,13.5836,Hr5,Kozak_SV40,1,9
840,MA30,HR5.IE1.KSV40,29.4072,Hr5,Kozak_SV40,1,9
841,MA34,HR5.IE1.KSV40,16.52941,Hr5,Kozak_SV40,1,9
842,MA34,HR5.IE1.KSV40,14.97217,Hr5,Kozak_SV40,1,9
843,MA34,HR5.IE1.KSV40,11.25206,Hr5,Kozak_SV40,1,9
844,MA34,HR5.IE1.KSV40,12.08764,Hr5,Kozak_SV40,1,9
845,MA34,HR5.IE1.KSV40,11.75227,Hr5,Kozak_SV40,1,9
846,MA34,HR5.IE1.KSV40,10.0289,Hr5,Kozak_SV40,1,9
847,MA34,HR5.IE1.KSV40,11.15486,Hr5,Kozak_SV40,1,9
848,MA34,HR5.IE1.KSV40,9.727249,Hr5,Kozak_SV40,1,9
849,MA37,HR5.IE1.KSV40,20.44493,Hr5,Kozak_SV40,1,9
850,MA37,HR5.IE1.KSV40,16.34698,Hr5,Kozak_SV40,1,9
851,MA37,HR5.IE1.KSV40,17.55334,Hr5,Kozak_SV40,1,9
852,MA37,HR5.IE1.KSV40,13.38987,Hr5,Kozak_SV40,1,9
853,MA37,HR5.IE1.KSV40,13.16919,Hr5,Kozak_SV40,1,9
854,MA37,HR5.IE1.KSV40,16.10294,Hr5,Kozak_SV40,1,9
855,MA37,HR5.IE1.KSV40,13.31196,Hr5,Kozak_SV40,1,9
856,MA37,HR5.IE1.KSV40,13.09131,Hr5,Kozak_SV40,1,9
857,,HR5.IE1.KSV40,,Hr5,Kozak_SV40,1,9
858,,HR5.IE1.KSV40,,Hr5,Kozak_SV40,1,9
859,,HR5.IE1.KSV40,,Hr5,Kozak_SV40,1,9
860,,HR5.IE1.KSV40,,Hr5,Kozak_SV40,1,9
861,,HR5.IE1.KSV40,,Hr5,Kozak_SV40,1,9
862,,HR5.IE1.KSV40,,Hr5,Kozak_SV40,1,9
863,,HR5.IE1.KSV40,,Hr5,Kozak_SV40,1,9
864,,HR5.IE1.KSV40,,Hr5,Kozak_SV40,1,9
865,MA30,HR5.IE1.BLK10,4.368143,Hr5,Bom_K10,3,9
866,MA30,HR5.IE1.BLK10,6.173094,Hr5,Bom_K10,3,9
867,MA30,HR5.IE1.BLK10,5.353868,Hr5,Bom_K10,3,9
868,MA30,HR5.IE1.BLK10,6.362526,Hr5,Bom_K10,3,9
869,MA30,HR5.IE1.BLK10,5.267607,Hr5,Bom_K10,3,9
870,MA30,HR5.IE1.BLK10,4.201475,Hr5,Bom_K10,3,9
