ID,Promoter_ID,Promoter,Cell_Line,Value,Context,UTR,Cell_Line_Integer,Context_UTR
374,59,AGG1199,C6.36..Ae..albopictus.,113.02,BmLo,P10,4,BmLo P10
375,60,AGG1200,C6.36..Ae..albopictus.,158.95,Syn21,P10,4,Syn21 P10
376,46,AGG1186,C6.36..Ae..albopictus.,49.79,Kozak,SV40,4,Kozak SV40
377,47,AGG1187,C6.36..Ae..albopictus.,128.96,Lep,SV40,4,Lep SV40
378,48,AGG1188,C6.36..Ae..albopictus.,171.24,BmHi,SV40,4,BmHi SV40
379,49,AGG1189,C6.36..Ae..albopictus.,90.09,BmLo,SV40,4,BmLo SV40
380,50,AGG1190,C6.36..Ae..albopictus.,122.99,Syn21,SV40,4,Syn21 SV40
381,51,AGG1191,C6.36..Ae..albopictus.,92.09,Kozak,K10,4,Kozak K10
382,52,AGG1192,C6.36..Ae..albopictus.,154.78,Lep,K10,4,Lep K10
383,53,AGG1193,C6.36..Ae..albopictus.,130.58,BmHi,K10,4,BmHi K10
384,54,AGG1194,C6.36..Ae..albopictus.,5.94,BmLo,K10,4,BmLo K10
385,55,AGG1195,C6.36..Ae..albopictus.,42,Syn21,K10,4,Syn21 K10
386,56,AGG1196,C6.36..Ae..albopictus.,108.75,Kozak,P10,4,Kozak P10
387,57,AGG1197,C6.36..Ae..albopictus.,235.44,Lep,P10,4,Lep P10
388,58,AGG1198,C6.36..Ae..albopictus.,64.09,BmHi,P10,4,BmHi P10
389,59,AGG1199,C6.36..Ae..albopictus.,100.66,BmLo,P10,4,BmLo P10
390,60,AGG1200,C6.36..Ae..albopictus.,75.75,Syn21,P10,4,Syn21 P10
391,46,AGG1186,C6.36..Ae..albopictus.,112.16,Kozak,SV40,4,Kozak SV40
392,47,AGG1187,C6.36..Ae..albopictus.,181.73,Lep,SV40,4,Lep SV40
393,48,AGG1188,C6.36..Ae..albopictus.,120.53,BmHi,SV40,4,BmHi SV40
394,49,AGG1189,C6.36..Ae..albopictus.,84.59,BmLo,SV40,4,BmLo SV40
395,50,AGG1190,C6.36..Ae..albopictus.,103.34,Syn21,SV40,4,Syn21 SV40
396,51,AGG1191,C6.36..Ae..albopictus.,79.72,Kozak,K10,4,Kozak K10
397,52,AGG1192,C6.36..Ae..albopictus.,80.51,Lep,K10,4,Lep K10
398,53,AGG1193,C6.36..Ae..albopictus.,104.94,BmHi,K10,4,BmHi K10
399,54,AGG1194,C6.36..Ae..albopictus.,19.61,BmLo,K10,4,BmLo K10
400,55,AGG1195,C6.36..Ae..albopictus.,41.6,Syn21,K10,4,Syn21 K10
401,56,AGG1196,C6.36..Ae..albopictus.,131.55,Kozak,P10,4,Kozak P10
402,57,AGG1197,C6.36..Ae..albopictus.,82.47,Lep,P10,4,Lep P10
403,58,AGG1198,C6.36..Ae..albopictus.,131.41,BmHi,P10,4,BmHi P10
404,59,AGG1199,C6.36..Ae..albopictus.,88.68,BmLo,P10,4,BmLo P10
405,60,AGG1200,C6.36..Ae..albopictus.,58.1,Syn21,P10,4,Syn21 P10
406,46,AGG1186,C6.36..Ae..albopictus.,102.82,Kozak,SV40,4,Kozak SV40
407,47,AGG1187,C6.36..Ae..albopictus.,104.15,Lep,SV40,4,Lep SV40
408,48,AGG1188,C6.36..Ae..albopictus.,170.53,BmHi,SV40,4,BmHi SV40
409,49,AGG1189,C6.36..Ae..albopictus.,74.96,BmLo,SV40,4,BmLo SV40
410,50,AGG1190,C6.36..Ae..albopictus.,36.67,Syn21,SV40,4,Syn21 SV40
411,51,AGG1191,C6.36..Ae..albopictus.,52.33,Kozak,K10,4,Kozak K10
412,52,AGG1192,C6.36..Ae..albopictus.,81.8,Lep,K10,4,Lep K10
413,53,AGG1193,C6.36..Ae..albopictus.,46.88,BmHi,K10,4,BmHi K10
414,54,AGG1194,C6.36..Ae..albopictus.,42.11,BmLo,K10,4,BmLo K10
415,55,AGG1195,C6.36..Ae..albopictus.,73.18,Syn21,K10,4,Syn21 K10
416,56,AGG1196,C6.36..Ae..albopictus.,119.99,Kozak,P10,4,Kozak P10
417,57,AGG1197,C6.36..Ae..albopictus.,274.96,Lep,P10,4,Lep P10
418,58,AGG1198,C6.36..Ae..albopictus.,175.21,BmHi,P10,4,BmHi P10
419,59,AGG1199,C6.36..Ae..albopictus.,112,BmLo,P10,4,BmLo P10
420,60,AGG1200,C6.36..Ae..albopictus.,141.89,Syn21,P10,4,Syn21 P10
421,46,AGG1186,C6.36..Ae..albopictus.,110.25,Kozak,SV40,4,Kozak SV40
422,47,AGG1187,C6.36..Ae..albopictus.,30.72,Lep,SV40,4,Lep SV40
423,48,AGG1188,C6.36..Ae..albopictus.,200.4,BmHi,SV40,4,BmHi SV40
424,49,AGG1189,C6.36..Ae..albopictus.,93.82,BmLo,SV40,4,BmLo SV40
425,50,AGG1190,C6.36..Ae..albopictus.,81.52,Syn21,SV40,4,Syn21 SV40
426,51,AGG1191,C6.36..Ae..albopictus.,123.13,Kozak,K10,4,Kozak K10
427,52,AGG1192,C6.36..Ae..albopictus.,83.93,Lep,K10,4,Lep K10
428,53,AGG1193,C6.36..Ae..albopictus.,52.13,BmHi,K10,4,BmHi K10
429,54,AGG1194,C6.36..Ae..albopictus.,34.44,BmLo,K10,4,BmLo K10
430,55,AGG1195,C6.36..Ae..albopictus.,83.62,Syn21,K10,4,Syn21 K10
431,56,AGG1196,C6.36..Ae..albopictus.,145.95,Kozak,P10,4,Kozak P10
432,57,AGG1197,C6.36..Ae..albopictus.,247.66,Lep,P10,4,Lep P10
433,58,AGG1198,C6.36..Ae..albopictus.,36.86,BmHi,P10,4,BmHi P10
434,59,AGG1199,C6.36..Ae..albopictus.,58.07,BmLo,P10,4,BmLo P10
435,60,AGG1200,C6.36..Ae..albopictus.,106.54,Syn21,P10,4,Syn21 P10
436,46,AGG1186,C6.36..Ae..albopictus.,163.67,Kozak,SV40,4,Kozak SV40
437,47,AGG1187,C6.36..Ae..albopictus.,24.42,Lep,SV40,4,Lep SV40
438,48,AGG1188,C6.36..Ae..albopictus.,123.6,BmHi,SV40,4,BmHi SV40
439,49,AGG1189,C6.36..Ae..albopictus.,111.94,BmLo,SV40,4,BmLo SV40
440,50,AGG1190,C6.36..Ae..albopictus.,38.29,Syn21,SV40,4,Syn21 SV40
441,51,AGG1191,C6.36..Ae..albopictus.,67.67,Kozak,K10,4,Kozak K10
442,52,AGG1192,C6.36..Ae..albopictus.,134.56,Lep,K10,4,Lep K10
443,53,AGG1193,C6.36..Ae..albopictus.,151.93,BmHi,K10,4,BmHi K10
444,54,AGG1194,C6.36..Ae..albopictus.,22.43,BmLo,K10,4,BmLo K10
445,55,AGG1195,C6.36..Ae..albopictus.,84.31,Syn21,K10,4,Syn21 K10
446,56,AGG1196,C6.36..Ae..albopictus.,29.73,Kozak,P10,4,Kozak P10
447,57,AGG1197,C6.36..Ae..albopictus.,230.36,Lep,P10,4,Lep P10
448,58,AGG1198,C6.36..Ae..albopictus.,189.75,BmHi,P10,4,BmHi P10
449,59,AGG1199,C6.36..Ae..albopictus.,84.19,BmLo,P10,4,BmLo P10
450,60,AGG1200,C6.36..Ae..albopictus.,77.92,Syn21,P10,4,Syn21 P10
451,46,AGG1186,C6.36..Ae..albopictus.,136.29,Kozak,SV40,4,Kozak SV40
452,47,AGG1187,C6.36..Ae..albopictus.,105.92,Lep,SV40,4,Lep SV40
453,48,AGG1188,C6.36..Ae..albopictus.,86.73,BmHi,SV40,4,BmHi SV40
454,49,AGG1189,C6.36..Ae..albopictus.,92.23,BmLo,SV40,4,BmLo SV40
455,50,AGG1190,C6.36..Ae..albopictus.,20.92,Syn21,SV40,4,Syn21 SV40
456,51,AGG1191,C6.36..Ae..albopictus.,116.1,Kozak,K10,4,Kozak K10
457,52,AGG1192,C6.36..Ae..albopictus.,108.21,Lep,K10,4,Lep K10
458,53,AGG1193,C6.36..Ae..albopictus.,76.58,BmHi,K10,4,BmHi K10
459,54,AGG1194,C6.36..Ae..albopictus.,23.12,BmLo,K10,4,BmLo K10
460,55,AGG1195,C6.36..Ae..albopictus.,56.24,Syn21,K10,4,Syn21 K10
461,56,AGG1196,C6.36..Ae..albopictus.,58.89,Kozak,P10,4,Kozak P10
462,57,AGG1197,C6.36..Ae..albopictus.,173.53,Lep,P10,4,Lep P10
463,58,AGG1198,C6.36..Ae..albopictus.,127.44,BmHi,P10,4,BmHi P10
464,59,AGG1199,C6.36..Ae..albopictus.,113.43,BmLo,P10,4,BmLo P10
465,60,AGG1200,C6.36..Ae..albopictus.,75.66,Syn21,P10,4,Syn21 P10
466,46,AGG1186,C6.36..Ae..albopictus.,117.59,Kozak,SV40,4,Kozak SV40
467,47,AGG1187,C6.36..Ae..albopictus.,95.26,Lep,SV40,4,Lep SV40
468,48,AGG1188,C6.36..Ae..albopictus.,176.08,BmHi,SV40,4,BmHi SV40
469,49,AGG1189,C6.36..Ae..albopictus.,123.56,BmLo,SV40,4,BmLo SV40
470,50,AGG1190,C6.36..Ae..albopictus.,14.12,Syn21,SV40,4,Syn21 SV40
471,51,AGG1191,C6.36..Ae..albopictus.,59.53,Kozak,K10,4,Kozak K10
472,52,AGG1192,C6.36..Ae..albopictus.,83.54,Lep,K10,4,Lep K10
473,53,AGG1193,C6.36..Ae..albopictus.,28.97,BmHi,K10,4,BmHi K10
474,54,AGG1194,C6.36..Ae..albopictus.,13.42,BmLo,K10,4,BmLo K10
475,55,AGG1195,C6.36..Ae..albopictus.,28.29,Syn21,K10,4,Syn21 K10
476,56,AGG1196,C6.36..Ae..albopictus.,33.71,Kozak,P10,4,Kozak P10
477,57,AGG1197,C6.36..Ae..albopictus.,176.95,Lep,P10,4,Lep P10
478,58,AGG1198,C6.36..Ae..albopictus.,147.99,BmHi,P10,4,BmHi P10
479,59,AGG1199,C6.36..Ae..albopictus.,115.37,BmLo,P10,4,BmLo P10
480,60,AGG1200,C6.36..Ae..albopictus.,59.45,Syn21,P10,4,Syn21 P10
481,61,AGG1186,Hsu..Cu..quinquefasciatus.,1.78,Kozak,SV40,5,Kozak SV40
482,62,AGG1187,Hsu..Cu..quinquefasciatus.,2.15,Lep,SV40,5,Lep SV40
483,63,AGG1188,Hsu..Cu..quinquefasciatus.,2,BmHi,SV40,5,BmHi SV40
484,64,AGG1189,Hsu..Cu..quinquefasciatus.,0.7,BmLo,SV40,5,BmLo SV40
485,65,AGG1190,Hsu..Cu..quinquefasciatus.,1.57,Syn21,SV40,5,Syn21 SV40
486,66,AGG1191,Hsu..Cu..quinquefasciatus.,0.91,Kozak,K10,5,Kozak K10
487,67,AGG1192,Hsu..Cu..quinquefasciatus.,1.04,Lep,K10,5,Lep K10
488,68,AGG1193,Hsu..Cu..quinquefasciatus.,1.64,BmHi,K10,5,BmHi K10
489,69,AGG1194,Hsu..Cu..quinquefasciatus.,0.34,BmLo,K10,5,BmLo K10
490,70,AGG1195,Hsu..Cu..quinquefasciatus.,1.08,Syn21,K10,5,Syn21 K10
491,71,AGG1196,Hsu..Cu..quinquefasciatus.,6.04,Kozak,P10,5,Kozak P10
492,72,AGG1197,Hsu..Cu..quinquefasciatus.,6.81,Lep,P10,5,Lep P10
493,73,AGG1198,Hsu..Cu..quinquefasciatus.,2.25,BmHi,P10,5,BmHi P10
494,74,AGG1199,Hsu..Cu..quinquefasciatus.,1.32,BmLo,P10,5,BmLo P10
495,75,AGG1200,Hsu..Cu..quinquefasciatus.,3.25,Syn21,P10,5,Syn21 P10
496,61,AGG1186,Hsu..Cu..quinquefasciatus.,1.65,Kozak,SV40,5,Kozak SV40
497,62,AGG1187,Hsu..Cu..quinquefasciatus.,1.9,Lep,SV40,5,Lep SV40
498,63,AGG1188,Hsu..Cu..quinquefasciatus.,1.45,BmHi,SV40,5,BmHi SV40
499,64,AGG1189,Hsu..Cu..quinquefasciatus.,0.54,BmLo,SV40,5,BmLo SV40
500,65,AGG1190,Hsu..Cu..quinquefasciatus.,1.44,Syn21,SV40,5,Syn21 SV40
501,66,AGG1191,Hsu..Cu..quinquefasciatus.,0.77,Kozak,K10,5,Kozak K10
502,67,AGG1192,Hsu..Cu..quinquefasciatus.,1.06,Lep,K10,5,Lep K10
503,68,AGG1193,Hsu..Cu..quinquefasciatus.,0.77,BmHi,K10,5,BmHi K10
504,69,AGG1194,Hsu..Cu..quinquefasciatus.,0.29,BmLo,K10,5,BmLo K10
505,70,AGG1195,Hsu..Cu..quinquefasciatus.,1.16,Syn21,K10,5,Syn21 K10
506,71,AGG1196,Hsu..Cu..quinquefasciatus.,3.09,Kozak,P10,5,Kozak P10
507,72,AGG1197,Hsu..Cu..quinquefasciatus.,4.16,Lep,P10,5,Lep P10
508,73,AGG1198,Hsu..Cu..quinquefasciatus.,2.82,BmHi,P10,5,BmHi P10
509,74,AGG1199,Hsu..Cu..quinquefasciatus.,1.28,BmLo,P10,5,BmLo P10
510,75,AGG1200,Hsu..Cu..quinquefasciatus.,3.08,Syn21,P10,5,Syn21 P10
511,61,AGG1186,Hsu..Cu..quinquefasciatus.,1.22,Kozak,SV40,5,Kozak SV40
512,62,AGG1187,Hsu..Cu..quinquefasciatus.,1.46,Lep,SV40,5,Lep SV40
513,63,AGG1188,Hsu..Cu..quinquefasciatus.,1.38,BmHi,SV40,5,BmHi SV40
514,64,AGG1189,Hsu..Cu..quinquefasciatus.,0.33,BmLo,SV40,5,BmLo SV40
515,65,AGG1190,Hsu..Cu..quinquefasciatus.,1.33,Syn21,SV40,5,Syn21 SV40
516,66,AGG1191,Hsu..Cu..quinquefasciatus.,0.56,Kozak,K10,5,Kozak K10
517,67,AGG1192,Hsu..Cu..quinquefasciatus.,0.96,Lep,K10,5,Lep K10
518,68,AGG1193,Hsu..Cu..quinquefasciatus.,1.38,BmHi,K10,5,BmHi K10
519,69,AGG1194,Hsu..Cu..quinquefasciatus.,0.29,BmLo,K10,5,BmLo K10
520,70,AGG1195,Hsu..Cu..quinquefasciatus.,0.81,Syn21,K10,5,Syn21 K10
521,71,AGG1196,Hsu..Cu..quinquefasciatus.,3.34,Kozak,P10,5,Kozak P10
522,72,AGG1197,Hsu..Cu..quinquefasciatus.,3.93,Lep,P10,5,Lep P10
523,73,AGG1198,Hsu..Cu..quinquefasciatus.,3.15,BmHi,P10,5,BmHi P10
524,74,AGG1199,Hsu..Cu..quinquefasciatus.,1.21,BmLo,P10,5,BmLo P10
525,75,AGG1200,Hsu..Cu..quinquefasciatus.,2.69,Syn21,P10,5,Syn21 P10
526,61,AGG1186,Hsu..Cu..quinquefasciatus.,1.54,Kozak,SV40,5,Kozak SV40
527,62,AGG1187,Hsu..Cu..quinquefasciatus.,1.72,Lep,SV40,5,Lep SV40
528,63,AGG1188,Hsu..Cu..quinquefasciatus.,1.85,BmHi,SV40,5,BmHi SV40
529,64,AGG1189,Hsu..Cu..quinquefasciatus.,0.6,BmLo,SV40,5,BmLo SV40
530,65,AGG1190,Hsu..Cu..quinquefasciatus.,1.23,Syn21,SV40,5,Syn21 SV40
531,66,AGG1191,Hsu..Cu..quinquefasciatus.,0.5,Kozak,K10,5,Kozak K10
532,67,AGG1192,Hsu..Cu..quinquefasciatus.,0.63,Lep,K10,5,Lep K10
533,68,AGG1193,Hsu..Cu..quinquefasciatus.,0.89,BmHi,K10,5,BmHi K10
534,69,AGG1194,Hsu..Cu..quinquefasciatus.,0.29,BmLo,K10,5,BmLo K10
535,70,AGG1195,Hsu..Cu..quinquefasciatus.,0.88,Syn21,K10,5,Syn21 K10
536,71,AGG1196,Hsu..Cu..quinquefasciatus.,2.5,Kozak,P10,5,Kozak P10
537,72,AGG1197,Hsu..Cu..quinquefasciatus.,2.94,Lep,P10,5,Lep P10
538,73,AGG1198,Hsu..Cu..quinquefasciatus.,2.8,BmHi,P10,5,BmHi P10
539,74,AGG1199,Hsu..Cu..quinquefasciatus.,1.47,BmLo,P10,5,BmLo P10
540,75,AGG1200,Hsu..Cu..quinquefasciatus.,3.94,Syn21,P10,5,Syn21 P10
541,61,AGG1186,Hsu..Cu..quinquefasciatus.,1.54,Kozak,SV40,5,Kozak SV40
542,62,AGG1187,Hsu..Cu..quinquefasciatus.,2.12,Lep,SV40,5,Lep SV40
543,63,AGG1188,Hsu..Cu..quinquefasciatus.,1.59,BmHi,SV40,5,BmHi SV40
544,64,AGG1189,Hsu..Cu..quinquefasciatus.,0.56,BmLo,SV40,5,BmLo SV40
545,65,AGG1190,Hsu..Cu..quinquefasciatus.,1.41,Syn21,SV40,5,Syn21 SV40
546,66,AGG1191,Hsu..Cu..quinquefasciatus.,0.6,Kozak,K10,5,Kozak K10
547,67,AGG1192,Hsu..Cu..quinquefasciatus.,0.79,Lep,K10,5,Lep K10
548,68,AGG1193,Hsu..Cu..quinquefasciatus.,1.39,BmHi,K10,5,BmHi K10
549,69,AGG1194,Hsu..Cu..quinquefasciatus.,0.35,BmLo,K10,5,BmLo K10
550,70,AGG1195,Hsu..Cu..quinquefasciatus.,0.82,Syn21,K10,5,Syn21 K10
551,71,AGG1196,Hsu..Cu..quinquefasciatus.,2.85,Kozak,P10,5,Kozak P10
552,72,AGG1197,Hsu..Cu..quinquefasciatus.,2.15,Lep,P10,5,Lep P10
553,73,AGG1198,Hsu..Cu..quinquefasciatus.,2.35,BmHi,P10,5,BmHi P10
554,74,AGG1199,Hsu..Cu..quinquefasciatus.,1.43,BmLo,P10,5,BmLo P10
555,75,AGG1200,Hsu..Cu..quinquefasciatus.,4.97,Syn21,P10,5,Syn21 P10
556,61,AGG1186,Hsu..Cu..quinquefasciatus.,1.63,Kozak,SV40,5,Kozak SV40
557,62,AGG1187,Hsu..Cu..quinquefasciatus.,1.65,Lep,SV40,5,Lep SV40
558,63,AGG1188,Hsu..Cu..quinquefasciatus.,1.69,BmHi,SV40,5,BmHi SV40
559,64,AGG1189,Hsu..Cu..quinquefasciatus.,0.43,BmLo,SV40,5,BmLo SV40
560,65,AGG1190,Hsu..Cu..quinquefasciatus.,1.24,Syn21,SV40,5,Syn21 SV40
561,66,AGG1191,Hsu..Cu..quinquefasciatus.,0.54,Kozak,K10,5,Kozak K10
562,67,AGG1192,Hsu..Cu..quinquefasciatus.,0.72,Lep,K10,5,Lep K10
563,68,AGG1193,Hsu..Cu..quinquefasciatus.,1.14,BmHi,K10,5,BmHi K10
564,69,AGG1194,Hsu..Cu..quinquefasciatus.,0.25,BmLo,K10,5,BmLo K10
565,70,AGG1195,Hsu..Cu..quinquefasciatus.,0.78,Syn21,K10,5,Syn21 K10
566,71,AGG1196,Hsu..Cu..quinquefasciatus.,3.75,Kozak,P10,5,Kozak P10
567,72,AGG1197,Hsu..Cu..quinquefasciatus.,2.56,Lep,P10,5,Lep P10
568,73,AGG1198,Hsu..Cu..quinquefasciatus.,2.02,BmHi,P10,5,BmHi P10
569,74,AGG1199,Hsu..Cu..quinquefasciatus.,1.09,BmLo,P10,5,BmLo P10
570,75,AGG1200,Hsu..Cu..quinquefasciatus.,2.68,Syn21,P10,5,Syn21 P10
571,61,AGG1186,Hsu..Cu..quinquefasciatus.,0.7,Kozak,SV40,5,Kozak SV40
572,62,AGG1187,Hsu..Cu..quinquefasciatus.,1.37,Lep,SV40,5,Lep SV40
573,63,AGG1188,Hsu..Cu..quinquefasciatus.,1.43,BmHi,SV40,5,BmHi SV40
574,64,AGG1189,Hsu..Cu..quinquefasciatus.,0.41,BmLo,SV40,5,BmLo SV40
575,65,AGG1190,Hsu..Cu..quinquefasciatus.,1.09,Syn21,SV40,5,Syn21 SV40
576,66,AGG1191,Hsu..Cu..quinquefasciatus.,0.37,Kozak,K10,5,Kozak K10
577,67,AGG1192,Hsu..Cu..quinquefasciatus.,0.6,Lep,K10,5,Lep K10
578,68,AGG1193,Hsu..Cu..quinquefasciatus.,0.86,BmHi,K10,5,BmHi K10
579,69,AGG1194,Hsu..Cu..quinquefasciatus.,0.27,BmLo,K10,5,BmLo K10
580,70,AGG1195,Hsu..Cu..quinquefasciatus.,0.61,Syn21,K10,5,Syn21 K10
581,71,AGG1196,Hsu..Cu..quinquefasciatus.,2.53,Kozak,P10,5,Kozak P10
582,72,AGG1197,Hsu..Cu..quinquefasciatus.,2.65,Lep,P10,5,Lep P10
583,73,AGG1198,Hsu..Cu..quinquefasciatus.,2.73,BmHi,P10,5,BmHi P10
584,74,AGG1199,Hsu..Cu..quinquefasciatus.,1.35,BmLo,P10,5,BmLo P10
585,75,AGG1200,Hsu..Cu..quinquefasciatus.,3.05,Syn21,P10,5,Syn21 P10
586,61,AGG1186,Hsu..Cu..quinquefasciatus.,1.17,Kozak,SV40,5,Kozak SV40
587,62,AGG1187,Hsu..Cu..quinquefasciatus.,1.7,Lep,SV40,5,Lep SV40
588,63,AGG1188,Hsu..Cu..quinquefasciatus.,1.45,BmHi,SV40,5,BmHi SV40
589,64,AGG1189,Hsu..Cu..quinquefasciatus.,0.37,BmLo,SV40,5,BmLo SV40
590,65,AGG1190,Hsu..Cu..quinquefasciatus.,1.14,Syn21,SV40,5,Syn21 SV40
591,66,AGG1191,Hsu..Cu..quinquefasciatus.,0.45,Kozak,K10,5,Kozak K10
592,67,AGG1192,Hsu..Cu..quinquefasciatus.,0.61,Lep,K10,5,Lep K10
593,68,AGG1193,Hsu..Cu..quinquefasciatus.,0.85,BmHi,K10,5,BmHi K10
594,69,AGG1194,Hsu..Cu..quinquefasciatus.,0.17,BmLo,K10,5,BmLo K10
595,70,AGG1195,Hsu..Cu..quinquefasciatus.,0.68,Syn21,K10,5,Syn21 K10
596,71,AGG1196,Hsu..Cu..quinquefasciatus.,2.93,Kozak,P10,5,Kozak P10
597,72,AGG1197,Hsu..Cu..quinquefasciatus.,3.95,Lep,P10,5,Lep P10
598,73,AGG1198,Hsu..Cu..quinquefasciatus.,1.69,BmHi,P10,5,BmHi P10
599,74,AGG1199,Hsu..Cu..quinquefasciatus.,1.56,BmLo,P10,5,BmLo P10
600,75,AGG1200,Hsu..Cu..quinquefasciatus.,3.52,Syn21,P10,5,Syn21 P10
